Year,Units,Series,Territorio,Value
2020,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso DSL por cada 100 habitantes,Aragón,5.49
2016,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso DSL por cada 100 habitantes,Aragón,14.41
2013,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso DSL por cada 100 habitantes,España,19.98
2016,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso DSL por cada 100 habitantes,España,13.62
2017,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso DSL por cada 100 habitantes,España,10.87
2021,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso DSL por cada 100 habitantes,Aragón,4.0
2018,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso DSL por cada 100 habitantes,Aragón,9.38
2013,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso DSL por cada 100 habitantes,Aragón,22.46
2018,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso HFC por cada 100 habitantes,España,5.21
2022,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso HFC por cada 100 habitantes,Aragón,3.05
2020,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso HFC por cada 100 habitantes,Aragón,3.84
2012,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso HFC por cada 100 habitantes,Aragón,3.58
2021,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso HFC por cada 100 habitantes,Aragón,3.35
2017,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso HFC por cada 100 habitantes,España,5.77
2014,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso HFC por cada 100 habitantes,España,4.89
2012,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso HFC por cada 100 habitantes,España,4.62
2017,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso HFC por cada 100 habitantes,Aragón,4.65
2011,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso HFC por cada 100 habitantes,España,4.61
2014,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso HFC por cada 100 habitantes,Aragón,3.73
2016,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso HFC por cada 100 habitantes,Aragón,4.79
2018,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso HFC por cada 100 habitantes,Aragón,4.25
2010,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso HFC por cada 100 habitantes,España,4.42
2022,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso HFC por cada 100 habitantes,España,3.63
2019,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso HFC por cada 100 habitantes,Aragón,4.08
2010,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso HFC por cada 100 habitantes,Aragón,3.38
2013,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso HFC por cada 100 habitantes,Aragón,3.42
2016,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso HFC por cada 100 habitantes,España,5.76
2011,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso HFC por cada 100 habitantes,Aragón,3.49
2019,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso HFC por cada 100 habitantes,España,4.89
2015,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso HFC por cada 100 habitantes,Aragón,4.31
2013,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso HFC por cada 100 habitantes,España,4.59
2020,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso HFC por cada 100 habitantes,España,4.62
2015,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso HFC por cada 100 habitantes,España,5.48
2021,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso HFC por cada 100 habitantes,España,4.08
2021,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,Aragón,28.14
2011,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,España,0.38
2014,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,España,3.42
2015,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,España,6.81
2012,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,España,0.72
2018,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,España,18.73
2016,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,España,10.65
2019,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,España,22.21
2022,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,España,29.94
2018,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,Aragón,19.48
2013,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,Aragón,1.2
2020,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,Aragón,25.84
2022,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,Aragón,30.13
2014,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,Aragón,3.81
2017,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,Aragón,13.46
2010,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,Aragón,0.14
2019,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,Aragón,23.06
2013,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,España,1.34
2010,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,España,0.13
2012,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,Aragón,0.47
2021,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,España,27.79
2017,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,España,14.43
2015,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,Aragón,7.21
2011,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,Aragón,0.39
2020,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,España,25.04
2016,Por 100 habitantes,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,Aragón,12.09
2022,Por 100 habitantes,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,España,0.7
2019,Por 100 habitantes,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,España,0.67
2011,Por 100 habitantes,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,Aragón,0.1
2020,Por 100 habitantes,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,España,0.69
2013,Por 100 habitantes,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,Aragón,0.16
2010,Por 100 habitantes,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,España,0.25
2017,Por 100 habitantes,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,España,0.48
2010,Por 100 habitantes,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,Aragón,0.07
2013,Por 100 habitantes,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,España,0.3
2014,Por 100 habitantes,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,España,0.3
2018,Por 100 habitantes,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,España,0.57
2016,Por 100 habitantes,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,España,0.38
2014,Por 100 habitantes,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,Aragón,0.17
2016,Por 100 habitantes,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,Aragón,0.27
2019,Por 100 habitantes,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,Aragón,0.46
2015,Por 100 habitantes,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,Aragón,0.23
2015,Por 100 habitantes,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,España,0.35
2021,Por 100 habitantes,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,Aragón,0.42
2012,Por 100 habitantes,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,España,0.26
2021,Por 100 habitantes,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,España,0.64
2022,Por 100 habitantes,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,Aragón,0.49
2018,Por 100 habitantes,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,Aragón,0.35
2012,Por 100 habitantes,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,Aragón,0.11
2011,Por 100 habitantes,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,España,0.26
2020,Por 100 habitantes,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,Aragón,0.46
2017,Por 100 habitantes,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,Aragón,0.34
