Year,Units,Series,Territorio,Value
2011,Porcentaje,Proporción de viviendas principales con acceso a agua corriente,Aragón,99.89
2011,Porcentaje,Proporción de viviendas principales con acceso a agua corriente,España,99.84
2011,Porcentaje,Proporción de viviendas principales que disponen de cuarto de aseo con inodoro,España,99.42
2011,Porcentaje,Proporción de viviendas principales que disponen de cuarto de aseo con inodoro,Aragón,99.66
2011,Porcentaje,Proporción de viviendas principales que disponen de baño o ducha,España,99.49
2011,Porcentaje,Proporción de viviendas principales que disponen de baño o ducha,Aragón,99.53
