Year,Units,Series,Territorio,Value
2020,Porcentaje,Proporción de personas entre 16 y 74 años que han utilizado alguna habilidad informática,España,72.84
2016,Porcentaje,Proporción de personas entre 16 y 74 años que han utilizado alguna habilidad informática,Aragón,65.9
2021,Porcentaje,Proporción de personas entre 16 y 74 años que han utilizado alguna habilidad informática,España,76.18
2017,Porcentaje,Proporción de personas entre 16 y 74 años que han utilizado alguna habilidad informática,Aragón,67.4
2016,Porcentaje,Proporción de personas entre 16 y 74 años que han utilizado alguna habilidad informática,España,65.22
2017,Porcentaje,Proporción de personas entre 16 y 74 años que han utilizado alguna habilidad informática,España,67.49
2019,Porcentaje,Proporción de personas entre 16 y 74 años que han utilizado alguna habilidad informática,Aragón,70.0
2019,Porcentaje,Proporción de personas entre 16 y 74 años que han utilizado alguna habilidad informática,España,70.76
2020,Porcentaje,Proporción de personas entre 16 y 74 años que han utilizado alguna habilidad informática,Aragón,68.91
2015,Porcentaje,Proporción de personas entre 16 y 74 años que han utilizado alguna habilidad informática,España,65.23
2015,Porcentaje,Proporción de personas entre 16 y 74 años que han utilizado alguna habilidad informática,Aragón,67.5
2021,Porcentaje,Proporción de personas entre 16 y 74 años que han utilizado alguna habilidad informática,Aragón,75.54
2015,Porcentaje,Proporción de personas entre 16 y 24 años que han utilizado alguna habilidad informática,Aragón,98.3
2016,Porcentaje,Proporción de personas entre 16 y 24 años que han utilizado alguna habilidad informática,Aragón,83.1
2021,Porcentaje,Proporción de personas entre 16 y 24 años que han utilizado alguna habilidad informática,Aragón,100.0
2017,Porcentaje,Proporción de personas entre 16 y 24 años que han utilizado alguna habilidad informática,España,93.16
2017,Porcentaje,Proporción de personas entre 16 y 24 años que han utilizado alguna habilidad informática,Aragón,91.8
2021,Porcentaje,Proporción de personas entre 16 y 24 años que han utilizado alguna habilidad informática,España,96.04
2020,Porcentaje,Proporción de personas entre 16 y 24 años que han utilizado alguna habilidad informática,Aragón,85.95
2020,Porcentaje,Proporción de personas entre 16 y 24 años que han utilizado alguna habilidad informática,España,95.54
2016,Porcentaje,Proporción de personas entre 16 y 24 años que han utilizado alguna habilidad informática,España,94.18
2019,Porcentaje,Proporción de personas entre 16 y 24 años que han utilizado alguna habilidad informática,Aragón,93.8
2019,Porcentaje,Proporción de personas entre 16 y 24 años que han utilizado alguna habilidad informática,España,95.11
2015,Porcentaje,Proporción de personas entre 16 y 24 años que han utilizado alguna habilidad informática,España,95.15
2015,Porcentaje,Proporción de personas entre 25 y 74 años  que han utilizado alguna habilidad informática,Aragón,63.67
2019,Porcentaje,Proporción de personas entre 25 y 74 años  que han utilizado alguna habilidad informática,España,67.48
2017,Porcentaje,Proporción de personas entre 25 y 74 años  que han utilizado alguna habilidad informática,España,64.11
2017,Porcentaje,Proporción de personas entre 25 y 74 años  que han utilizado alguna habilidad informática,Aragón,64.34
2015,Porcentaje,Proporción de personas entre 25 y 74 años  que han utilizado alguna habilidad informática,España,61.28
2016,Porcentaje,Proporción de personas entre 25 y 74 años  que han utilizado alguna habilidad informática,España,61.41
2020,Porcentaje,Proporción de personas entre 25 y 74 años  que han utilizado alguna habilidad informática,Aragón,66.63
2021,Porcentaje,Proporción de personas entre 25 y 74 años  que han utilizado alguna habilidad informática,Aragón,72.21
2019,Porcentaje,Proporción de personas entre 25 y 74 años  que han utilizado alguna habilidad informática,Aragón,66.85
2016,Porcentaje,Proporción de personas entre 25 y 74 años  que han utilizado alguna habilidad informática,Aragón,63.8
2020,Porcentaje,Proporción de personas entre 25 y 74 años  que han utilizado alguna habilidad informática,España,69.68
2021,Porcentaje,Proporción de personas entre 25 y 74 años  que han utilizado alguna habilidad informática,España,73.39
