"Year","Units","Series","Territorio","Value"
2014,"Hectáreas","Superficie forestal con instrumentos de gestión sostenible vigentes","Aragón",70621.63
2016,"Hectáreas","Superficie forestal con instrumentos de gestión sostenible vigentes","Aragón",63801
2018,"Hectáreas","Superficie forestal con instrumentos de gestión sostenible vigentes","Aragón",67147
2011,"Hectáreas","Superficie forestal con instrumentos de gestión sostenible vigentes","Aragón",70328
2011,"Hectáreas","Superficie forestal con instrumentos de gestión sostenible vigentes","España",3565823
2013,"Hectáreas","Superficie forestal con instrumentos de gestión sostenible vigentes","España",4059462
2015,"Hectáreas","Superficie forestal con instrumentos de gestión sostenible vigentes","Aragón",76136
2021,"Hectáreas","Superficie forestal con instrumentos de gestión sostenible vigentes","España",6108383.93
2021,"Hectáreas","Superficie forestal con instrumentos de gestión sostenible vigentes","Aragón",215603
2020,"Hectáreas","Superficie forestal con instrumentos de gestión sostenible vigentes","Aragón",207779
2017,"Hectáreas","Superficie forestal con instrumentos de gestión sostenible vigentes","España",5124970
2012,"Hectáreas","Superficie forestal con instrumentos de gestión sostenible vigentes","España",3924603
2012,"Hectáreas","Superficie forestal con instrumentos de gestión sostenible vigentes","Aragón",70431
2018,"Hectáreas","Superficie forestal con instrumentos de gestión sostenible vigentes","España",5167697
2019,"Hectáreas","Superficie forestal con instrumentos de gestión sostenible vigentes","España",5527016
2020,"Hectáreas","Superficie forestal con instrumentos de gestión sostenible vigentes","España",5713414
2016,"Hectáreas","Superficie forestal con instrumentos de gestión sostenible vigentes","España",4804162
2019,"Hectáreas","Superficie forestal con instrumentos de gestión sostenible vigentes","Aragón",148873
2017,"Hectáreas","Superficie forestal con instrumentos de gestión sostenible vigentes","Aragón",81571
2013,"Hectáreas","Superficie forestal con instrumentos de gestión sostenible vigentes","Aragón",70431
2015,"Hectáreas","Superficie forestal con instrumentos de gestión sostenible vigentes","España",4611684
2014,"Hectáreas","Superficie forestal con instrumentos de gestión sostenible vigentes","España",4400309.38
2019,"Porcentaje","Proporción de la superficie forestal con instrumentos de gestión sostenible vigentes","España",19.76
2015,"Porcentaje","Proporción de la superficie forestal con instrumentos de gestión sostenible vigentes","Aragón",2.91
2017,"Porcentaje","Proporción de la superficie forestal con instrumentos de gestión sostenible vigentes","España",18.33
2020,"Porcentaje","Proporción de la superficie forestal con instrumentos de gestión sostenible vigentes","Aragón",7.94
2019,"Porcentaje","Proporción de la superficie forestal con instrumentos de gestión sostenible vigentes","Aragón",5.69
2014,"Porcentaje","Proporción de la superficie forestal con instrumentos de gestión sostenible vigentes","Aragón",2.7
2018,"Porcentaje","Proporción de la superficie forestal con instrumentos de gestión sostenible vigentes","España",18.48
2016,"Porcentaje","Proporción de la superficie forestal con instrumentos de gestión sostenible vigentes","España",17.28
2021,"Porcentaje","Proporción de la superficie forestal con instrumentos de gestión sostenible vigentes","España",21.52
2017,"Porcentaje","Proporción de la superficie forestal con instrumentos de gestión sostenible vigentes","Aragón",3.12
2016,"Porcentaje","Proporción de la superficie forestal con instrumentos de gestión sostenible vigentes","Aragón",2.44
2018,"Porcentaje","Proporción de la superficie forestal con instrumentos de gestión sostenible vigentes","Aragón",2.57
2015,"Porcentaje","Proporción de la superficie forestal con instrumentos de gestión sostenible vigentes","España",16.58
2020,"Porcentaje","Proporción de la superficie forestal con instrumentos de gestión sostenible vigentes","España",20.34
2014,"Porcentaje","Proporción de la superficie forestal con instrumentos de gestión sostenible vigentes","España",15.86
2021,"Porcentaje","Proporción de la superficie forestal con instrumentos de gestión sostenible vigentes","Aragón",8.28
